Customer_ID,Order_Date,Order_ID,Channel,Product_Category,Order_Value,Is_Repeat_Purchase,Discount_Applied
C4954,2024-08-07,O55755,Paid Search,Moisturizers,30.4,False,20%
C3433,2024-08-07,O55756,Paid Social,Cleansers,28.0,False,0%
C7833,2024-08-07,O55757,Paid Search,Serums,55.0,False,0%
C9695,2024-08-07,O55758,Paid Social,Moisturizers,38.0,True,0%
C1309,2024-08-07,O55759,Paid Social,Exfoliants,43.68,False,20%
C1416,2024-08-07,O55760,Email,Cleansers,22.4,True,20%
C1602,2024-08-07,O55761,Paid Search,Exfoliants,43.68,False,20%
C266,2024-08-07,O55762,Influencer,Exfoliants,54.6,True,0%
C2648,2024-08-07,O55763,Influencer,Exfoliants,43.68,True,20%
C1447,2024-08-07,O55764,Paid Social,Cleansers,22.4,False,20%
C7527,2024-08-07,O55765,Email,Exfoliants,54.6,True,0%
C7940,2024-08-07,O55766,Influencer,Cleansers,22.4,True,20%
C3492,2024-08-07,O55767,Influencer,Exfoliants,49.14,False,10%
C8043,2024-08-07,O55768,Organic Search,Moisturizers,38.0,False,0%
C1176,2024-08-07,O55769,Paid Social,Serums,55.0,True,0%
C9464,2024-08-07,O55771,Influencer,Cleansers,25.2,False,10%
C1950,2024-08-07,O55772,Paid Social,Moisturizers,38.0,True,0%
C1351,2024-08-08,O55773,Influencer,Cleansers,28.0,False,0%
C9779,2024-08-08,O55774,Paid Search,Moisturizers,38.0,True,0%
C1089,2024-08-08,O55775,Organic Search,Exfoliants,54.6,False,0%
C2740,2024-08-08,O55776,Influencer,Cleansers,25.2,False,10%
C5110,2024-08-08,O55777,Email,Cleansers,25.2,False,10%
C4637,2024-08-08,O55778,Organic Search,Moisturizers,30.4,False,20%
C7644,2024-08-08,O55779,Paid Search,Exfoliants,49.14,False,10%
C8530,2024-08-08,O55780,Organic Search,Moisturizers,38.0,False,0%
C9905,2024-08-08,O55781,Paid Social,Exfoliants,43.68,False,20%
C3620,2024-08-08,O55782,Influencer,Cleansers,28.0,True,0%
C5583,2024-08-08,O55783,Organic Search,Exfoliants,49.14,True,10%
C6585,2024-08-08,O55784,Paid Social,Exfoliants,49.14,False,10%
C2387,2024-08-08,O55785,Email,Cleansers,25.2,True,10%
C1416,2024-08-08,O55786,Organic Search,Exfoliants,54.6,True,0%
C5925,2024-08-08,O55787,Organic Search,Cleansers,28.0,False,0%
C131,2024-08-08,O55788,Organic Search,Serums,55.0,True,0%
C6898,2024-08-08,O55790,Email,Exfoliants,49.14,True,10%
C8388,2024-08-08,O55791,Organic Search,Moisturizers,30.4,False,20%
C57,2024-08-08,O55792,Influencer,Moisturizers,38.0,True,0%
C8872,2024-08-08,O55793,Paid Search,Serums,44.0,True,20%
C1644,2024-08-08,O55794,Organic Search,Exfoliants,54.6,False,0%
C6679,2024-08-08,O55795,Paid Social,Exfoliants,54.6,True,0%
C5754,2024-08-08,O55796,Email,Serums,55.0,False,0%
C2341,2024-08-08,O55797,Paid Search,Cleansers,25.2,False,10%
C4652,2024-08-08,O55798,Paid Social,Exfoliants,54.6,False,0%
C2549,2024-08-08,O55799,Organic Search,Exfoliants,49.14,True,10%
C524,2024-08-09,O55800,Paid Social,Cleansers,25.2,True,10%
C1668,2024-08-09,O55802,Paid Search,Moisturizers,38.0,False,0%
C7259,2024-08-09,O55804,Influencer,Cleansers,25.2,True,10%
C9701,2024-08-09,O55805,Paid Social,Moisturizers,34.2,False,10%
C7155,2024-08-09,O55806,Paid Social,Serums,44.0,True,20%
C5889,2024-08-09,O55807,Influencer,Exfoliants,54.6,False,0%
C7609,2024-08-09,O55808,Organic Search,Cleansers,22.4,False,20%
C282,2024-08-09,O55809,Email,Cleansers,28.0,True,0%
C4714,2024-08-09,O55810,Influencer,Serums,55.0,False,0%
C4937,2024-08-09,O55811,Paid Social,Exfoliants,49.14,False,10%
C8365,2024-08-09,O55812,Email,Cleansers,25.2,False,10%
C4718,2024-08-09,O55813,Organic Search,Exfoliants,54.6,True,0%
C2112,2024-08-09,O55814,Paid Search,Cleansers,25.2,True,10%
C9101,2024-08-09,O55815,Influencer,Cleansers,28.0,True,0%
C5642,2024-08-09,O55816,Organic Search,Moisturizers,34.2,True,10%
C3725,2024-08-09,O55817,Organic Search,Exfoliants,54.6,False,0%
C2391,2024-08-09,O55818,Paid Social,Moisturizers,34.2,True,10%
C7285,2024-08-09,O55819,Paid Social,Moisturizers,38.0,True,0%
C6595,2024-08-09,O55820,Paid Search,Cleansers,22.4,False,20%
C9053,2024-08-09,O55821,Paid Social,Exfoliants,54.6,False,0%
C6097,2024-08-09,O55822,Paid Search,Exfoliants,49.14,True,10%
C6867,2024-08-09,O55824,Paid Search,Exfoliants,49.14,False,10%
C4884,2024-08-09,O55825,Organic Search,Cleansers,25.2,False,10%
C8901,2024-08-09,O55826,Organic Search,Exfoliants,49.14,False,10%
C6366,2024-08-09,O55827,Paid Social,Exfoliants,54.6,False,0%
C4479,2024-08-09,O55828,Organic Search,Moisturizers,38.0,True,0%
C2358,2024-08-10,O55829,Organic Search,Cleansers,28.0,True,0%
C9178,2024-08-10,O55830,Paid Social,Exfoliants,49.14,False,10%
C2294,2024-08-10,O55831,Organic Search,Serums,49.5,True,10%
C3186,2024-08-10,O55832,Organic Search,Exfoliants,49.14,False,10%
C6518,2024-08-10,O55833,Paid Social,Exfoliants,49.14,True,10%
C8174,2024-08-10,O55834,Email,Cleansers,22.4,False,20%
C4105,2024-08-10,O55836,Paid Social,Exfoliants,54.6,True,0%
C523,2024-08-10,O55837,Paid Social,Exfoliants,54.6,False,0%
C1813,2024-08-10,O55838,Paid Search,Exfoliants,43.68,False,20%
C6207,2024-08-10,O55841,Paid Social,Exfoliants,54.6,False,0%
C1007,2024-08-10,O55842,Paid Social,Serums,55.0,False,0%
C2366,2024-08-10,O55843,Paid Search,Exfoliants,49.14,False,10%
C5880,2024-08-10,O55844,Paid Social,Cleansers,28.0,False,0%
C8812,2024-08-10,O55845,Influencer,Cleansers,28.0,False,0%
C756,2024-08-10,O55846,Paid Social,Moisturizers,38.0,False,0%
C7129,2024-08-10,O55847,Organic Search,Moisturizers,34.2,False,10%
C9832,2024-08-10,O55848,Paid Social,Cleansers,28.0,False,0%
C2572,2024-08-10,O55849,Paid Search,Moisturizers,38.0,False,0%
C1426,2024-08-10,O55850,Organic Search,Exfoliants,49.14,False,10%
C2068,2024-08-10,O55853,Email,Serums,44.0,True,20%
C1985,2024-08-10,O55854,Email,Exfoliants,49.14,False,10%
C4950,2024-08-10,O55855,Organic Search,Moisturizers,38.0,True,0%
C3031,2024-08-10,O55856,Paid Social,Exfoliants,49.14,False,10%
C799,2024-08-10,O55857,Paid Social,Cleansers,28.0,False,0%
C6123,2024-08-10,O55858,Paid Search,Exfoliants,54.6,True,0%
C34,2024-08-11,O55859,Paid Social,Cleansers,25.2,True,10%
C5597,2024-08-11,O55860,Organic Search,Exfoliants,54.6,False,0%
C5579,2024-08-11,O55861,Organic Search,Serums,55.0,False,0%
C8065,2024-08-11,O55862,Paid Social,Serums,55.0,True,0%
C9826,2024-08-11,O55863,Paid Social,Serums,49.5,True,10%
C2337,2024-08-11,O55864,Paid Social,Exfoliants,49.14,True,10%
C3559,2024-08-11,O55865,Paid Social,Cleansers,22.4,False,20%
C7680,2024-08-11,O55866,Organic Search,Serums,49.5,False,10%
C4668,2024-08-11,O55867,Paid Social,Exfoliants,49.14,True,10%
C7274,2024-08-11,O55868,Paid Social,Serums,49.5,False,10%
C5780,2024-08-11,O55869,Paid Social,Serums,44.0,False,20%
C1316,2024-08-11,O55870,Paid Search,Moisturizers,38.0,False,0%
C6894,2024-08-11,O55871,Paid Search,Exfoliants,54.6,True,0%
C7716,2024-08-11,O55872,Paid Search,Serums,55.0,False,0%
C435,2024-08-11,O55873,Email,Cleansers,28.0,False,0%
C5262,2024-08-11,O55874,Organic Search,Cleansers,25.2,True,10%
C981,2024-08-11,O55875,Paid Social,Cleansers,25.2,False,10%
C6403,2024-08-11,O55876,Organic Search,Exfoliants,43.68,False,20%
C394,2024-08-11,O55877,Organic Search,Moisturizers,34.2,True,10%
C3351,2024-08-11,O55878,Paid Social,Cleansers,28.0,False,0%
C7968,2024-08-11,O55879,Paid Social,Exfoliants,54.6,True,0%
C8468,2024-08-12,O55880,Paid Search,Serums,55.0,False,0%
C5105,2024-08-12,O55882,Paid Social,Cleansers,22.4,False,20%
C4012,2024-08-12,O55883,Organic Search,Exfoliants,43.68,True,20%
C9336,2024-08-12,O55884,Email,Exfoliants,49.14,True,10%
C3987,2024-08-12,O55885,Paid Search,Cleansers,28.0,False,0%
C3420,2024-08-12,O55887,Paid Social,Exfoliants,43.68,True,20%
C4225,2024-08-12,O55888,Paid Social,Serums,55.0,False,0%
C8142,2024-08-12,O55889,Organic Search,Exfoliants,43.68,False,20%
C5585,2024-08-12,O55890,Email,Moisturizers,38.0,False,0%
C1545,2024-08-12,O55891,Paid Social,Exfoliants,43.68,True,20%
C5786,2024-08-12,O55892,Paid Social,Exfoliants,54.6,False,0%
C7063,2024-08-12,O55893,Organic Search,Serums,55.0,False,0%
C5660,2024-08-12,O55895,Paid Social,Moisturizers,38.0,False,0%
C5988,2024-08-12,O55896,Paid Search,Exfoliants,49.14,False,10%
C7689,2024-08-12,O55897,Influencer,Exfoliants,54.6,True,0%
C4809,2024-08-12,O55898,Paid Search,Cleansers,28.0,True,0%
C2263,2024-08-12,O55900,Paid Social,Moisturizers,34.2,True,10%
C9298,2024-08-12,O55901,Organic Search,Exfoliants,43.68,True,20%
C2343,2024-08-12,O55902,Email,Cleansers,28.0,False,0%
C2071,2024-08-12,O55903,Email,Moisturizers,34.2,False,10%
C2939,2024-08-12,O55904,Paid Search,Cleansers,28.0,True,0%
C357,2024-08-12,O55905,Paid Search,Exfoliants,54.6,False,0%
C4413,2024-08-12,O55906,Email,Cleansers,25.2,True,10%
C4935,2024-08-12,O55907,Organic Search,Serums,55.0,True,0%
C9013,2024-08-12,O55909,Influencer,Serums,44.0,True,20%
C103,2024-08-12,O55910,Paid Social,Exfoliants,54.6,False,0%
C9294,2024-08-12,O55911,Organic Search,Moisturizers,38.0,True,0%
C851,2024-08-13,O55912,Organic Search,Cleansers,25.2,False,10%
C8679,2024-08-13,O55913,Paid Social,Exfoliants,49.14,False,10%
C2360,2024-08-13,O55914,Email,Cleansers,25.2,False,10%
C2557,2024-08-13,O55915,Paid Search,Moisturizers,34.2,False,10%
C4420,2024-08-13,O55916,Paid Social,Serums,55.0,True,0%
C6557,2024-08-13,O55917,Email,Exfoliants,54.6,False,0%
C6669,2024-08-13,O55918,Paid Search,Serums,44.0,True,20%
C8524,2024-08-13,O55919,Organic Search,Cleansers,28.0,False,0%
C2267,2024-08-13,O55920,Email,Moisturizers,38.0,False,0%
C803,2024-08-13,O55921,Email,Serums,49.5,False,10%
C8248,2024-08-13,O55922,Influencer,Cleansers,22.4,True,20%
C8899,2024-08-13,O55923,Paid Social,Moisturizers,38.0,True,0%
C7396,2024-08-13,O55924,Paid Search,Exfoliants,43.68,False,20%
C8348,2024-08-13,O55925,Paid Social,Moisturizers,34.2,False,10%
C143,2024-08-13,O55927,Email,Serums,55.0,False,0%
C6070,2024-08-13,O55929,Influencer,Exfoliants,49.14,False,10%
C852,2024-08-13,O55930,Paid Social,Cleansers,28.0,False,0%
C6056,2024-08-13,O55931,Email,Cleansers,25.2,True,10%
C3526,2024-08-13,O55932,Organic Search,Moisturizers,30.4,False,20%
C15,2024-08-13,O55933,Paid Social,Moisturizers,38.0,False,0%
C1798,2024-08-13,O55934,Organic Search,Serums,49.5,True,10%
C984,2024-08-13,O55935,Organic Search,Cleansers,22.4,True,20%
C9455,2024-08-13,O55936,Paid Search,Serums,55.0,False,0%
C5711,2024-08-13,O55938,Organic Search,Moisturizers,38.0,True,0%
C3500,2024-08-13,O55939,Email,Cleansers,25.2,False,10%
C1689,2024-08-13,O55940,Paid Social,Serums,55.0,True,0%
C5239,2024-08-14,O55941,Organic Search,Cleansers,28.0,False,0%
C197,2024-08-14,O55942,Paid Social,Exfoliants,43.68,False,20%
C6250,2024-08-14,O55943,Paid Social,Cleansers,22.4,True,20%
C7386,2024-08-14,O55944,Organic Search,Cleansers,22.4,False,20%
C9965,2024-08-14,O55945,Paid Social,Moisturizers,34.2,False,10%
C1683,2024-08-14,O55946,Organic Search,Serums,49.5,False,10%
C3346,2024-08-14,O55947,Organic Search,Cleansers,28.0,False,0%
C6921,2024-08-14,O55949,Paid Social,Exfoliants,54.6,True,0%
C6315,2024-08-14,O55950,Organic Search,Exfoliants,49.14,False,10%
C3309,2024-08-14,O55951,Paid Search,Cleansers,28.0,False,0%
C683,2024-08-14,O55952,Paid Search,Moisturizers,38.0,True,0%
C3398,2024-08-14,O55953,Organic Search,Exfoliants,49.14,False,10%
C6056,2024-08-14,O55955,Paid Social,Moisturizers,30.4,True,20%
C9479,2024-08-14,O55956,Paid Search,Serums,49.5,False,10%
C4626,2024-08-14,O55957,Paid Social,Exfoliants,54.6,False,0%
C5411,2024-08-14,O55959,Organic Search,Exfoliants,54.6,True,0%
C8980,2024-08-14,O55960,Organic Search,Moisturizers,38.0,True,0%
C3317,2024-08-14,O55961,Paid Social,Serums,55.0,False,0%
C2582,2024-08-14,O55962,Influencer,Exfoliants,54.6,False,0%
C1141,2024-08-14,O55964,Paid Search,Moisturizers,34.2,True,10%
C2697,2024-08-14,O55965,Paid Social,Moisturizers,38.0,False,0%
C4913,2024-08-14,O55966,Organic Search,Moisturizers,38.0,True,0%
C9246,2024-08-14,O55968,Influencer,Cleansers,25.2,True,10%
C131,2024-08-14,O55969,Paid Search,Serums,55.0,True,0%
C2735,2024-08-14,O55970,Influencer,Serums,55.0,True,0%
C1900,2024-08-14,O55971,Paid Social,Serums,55.0,False,0%
C5228,2024-08-14,O55972,Paid Social,Serums,49.5,True,10%
C1359,2024-08-14,O55974,Paid Social,Cleansers,28.0,False,0%
C2308,2024-08-15,O55975,Paid Social,Serums,55.0,False,0%
C850,2024-08-15,O55976,Paid Social,Serums,44.0,True,20%
C7325,2024-08-15,O55977,Influencer,Cleansers,25.2,False,10%
C7000,2024-08-15,O55978,Influencer,Serums,49.5,True,10%
C6534,2024-08-15,O55980,Organic Search,Exfoliants,54.6,True,0%
C9950,2024-08-15,O55981,Paid Search,Serums,49.5,True,10%
C3843,2024-08-15,O55982,Paid Social,Serums,55.0,False,0%
C6008,2024-08-15,O55983,Paid Social,Moisturizers,30.4,False,20%
C2268,2024-08-15,O55984,Influencer,Exfoliants,49.14,False,10%
C3216,2024-08-15,O55985,Email,Serums,44.0,False,20%
C2987,2024-08-15,O55986,Paid Social,Cleansers,28.0,False,0%
C4234,2024-08-15,O55987,Paid Social,Serums,55.0,False,0%
C349,2024-08-15,O55988,Organic Search,Exfoliants,49.14,False,10%
C6904,2024-08-15,O55989,Paid Social,Cleansers,28.0,False,0%
C9614,2024-08-15,O55990,Paid Social,Moisturizers,38.0,False,0%
C1576,2024-08-15,O55991,Paid Social,Exfoliants,43.68,False,20%
C2481,2024-08-15,O55992,Organic Search,Cleansers,28.0,False,0%
C7680,2024-08-15,O55994,Influencer,Exfoliants,43.68,True,20%
C3331,2024-08-15,O55995,Paid Social,Exfoliants,49.14,False,10%
C3392,2024-08-15,O55996,Organic Search,Moisturizers,34.2,False,10%
C1767,2024-08-15,O55997,Paid Social,Exfoliants,49.14,True,10%
C4132,2024-08-15,O55998,Organic Search,Moisturizers,34.2,True,10%
C6770,2024-08-15,O55999,Influencer,Exfoliants,54.6,False,0%
C3934,2024-08-15,O56000,Email,Cleansers,28.0,True,0%
C8108,2024-08-15,O56001,Paid Search,Moisturizers,38.0,False,0%
C5978,2024-08-15,O56002,Paid Social,Exfoliants,54.6,False,0%
C4324,2024-08-16,O56003,Email,Exfoliants,54.6,False,0%
C2315,2024-08-16,O56005,Paid Social,Exfoliants,54.6,True,0%
C4984,2024-08-16,O56006,Paid Search,Exfoliants,54.6,False,0%
C1410,2024-08-16,O56007,Paid Search,Exfoliants,54.6,False,0%
C3416,2024-08-16,O56008,Email,Exfoliants,54.6,False,0%
C3325,2024-08-16,O56009,Paid Search,Moisturizers,34.2,False,10%
C3247,2024-08-16,O56010,Influencer,Exfoliants,54.6,True,0%
C3557,2024-08-16,O56011,Organic Search,Serums,44.0,False,20%
C3290,2024-08-16,O56012,Email,Cleansers,28.0,False,0%
C9062,2024-08-16,O56014,Organic Search,Cleansers,28.0,False,0%
C3779,2024-08-16,O56016,Paid Social,Moisturizers,38.0,False,0%
C8909,2024-08-16,O56017,Email,Serums,55.0,True,0%
C829,2024-08-16,O56018,Paid Search,Cleansers,22.4,True,20%
C7267,2024-08-16,O56019,Organic Search,Cleansers,25.2,False,10%
C6454,2024-08-16,O56020,Paid Social,Moisturizers,38.0,False,0%
C1350,2024-08-16,O56021,Paid Social,Cleansers,25.2,False,10%
C8519,2024-08-16,O56022,Paid Social,Moisturizers,30.4,True,20%
C9373,2024-08-16,O56023,Paid Social,Exfoliants,49.14,False,10%
C4202,2024-08-16,O56024,Email,Moisturizers,30.4,False,20%
C3610,2024-08-16,O56025,Paid Social,Moisturizers,30.4,True,20%
C596,2024-08-16,O56026,Influencer,Serums,44.0,True,20%
C4007,2024-08-16,O56027,Paid Social,Serums,55.0,True,0%
C3323,2024-08-16,O56028,Paid Search,Serums,55.0,False,0%
C2286,2024-08-16,O56029,Paid Social,Exfoliants,54.6,False,0%
C5054,2024-08-16,O56030,Paid Social,Exfoliants,54.6,False,0%
C6688,2024-08-16,O56031,Paid Search,Exfoliants,54.6,True,0%
C6645,2024-08-16,O56032,Email,Exfoliants,49.14,False,10%
C8892,2024-08-17,O56034,Email,Cleansers,22.4,False,20%
C7086,2024-08-17,O56035,Organic Search,Moisturizers,34.2,True,10%
C403,2024-08-17,O56036,Paid Social,Serums,44.0,False,20%
C2646,2024-08-17,O56037,Organic Search,Exfoliants,49.14,True,10%
C3016,2024-08-17,O56038,Organic Search,Exfoliants,49.14,True,10%
C8436,2024-08-17,O56039,Paid Social,Serums,55.0,False,0%
C6506,2024-08-17,O56040,Paid Social,Exfoliants,43.68,False,20%
C2770,2024-08-17,O56041,Paid Social,Moisturizers,34.2,True,10%
C8811,2024-08-17,O56042,Influencer,Cleansers,28.0,True,0%
C9564,2024-08-17,O56043,Paid Social,Exfoliants,49.14,False,10%
C2222,2024-08-17,O56044,Paid Social,Serums,55.0,False,0%
C2496,2024-08-17,O56045,Organic Search,Moisturizers,30.4,False,20%
C8720,2024-08-17,O56047,Paid Social,Cleansers,28.0,True,0%
C4767,2024-08-17,O56048,Paid Social,Exfoliants,43.68,False,20%
C6350,2024-08-17,O56049,Paid Social,Exfoliants,54.6,False,0%
C1147,2024-08-17,O56050,Influencer,Cleansers,22.4,False,20%
C1316,2024-08-17,O56052,Paid Search,Moisturizers,38.0,True,0%
C9888,2024-08-17,O56054,Paid Social,Exfoliants,49.14,True,10%
C2965,2024-08-17,O56055,Organic Search,Exfoliants,43.68,True,20%
C5728,2024-08-18,O56056,Paid Search,Moisturizers,34.2,True,10%
C273,2024-08-18,O56057,Email,Exfoliants,54.6,False,0%
C1666,2024-08-18,O56058,Paid Search,Cleansers,25.2,False,10%
C1046,2024-08-18,O56059,Paid Search,Exfoliants,49.14,False,10%
C8084,2024-08-18,O56060,Paid Social,Exfoliants,43.68,True,20%
C3721,2024-08-18,O56062,Email,Exfoliants,54.6,False,0%
C1951,2024-08-18,O56063,Paid Search,Cleansers,28.0,True,0%
C6939,2024-08-18,O56066,Paid Social,Serums,49.5,False,10%
C5956,2024-08-18,O56067,Paid Social,Moisturizers,34.2,False,10%
C4724,2024-08-18,O56068,Influencer,Serums,55.0,True,0%
C1508,2024-08-18,O56069,Email,Serums,55.0,True,0%
C9791,2024-08-18,O56070,Organic Search,Exfoliants,49.14,False,10%
C3413,2024-08-18,O56072,Organic Search,Exfoliants,43.68,True,20%
C3586,2024-08-18,O56073,Paid Social,Serums,55.0,False,0%
C7031,2024-08-18,O56074,Email,Moisturizers,34.2,True,10%
C6863,2024-08-18,O56075,Organic Search,Moisturizers,38.0,False,0%
C4386,2024-08-18,O56076,Organic Search,Serums,49.5,False,10%
C3747,2024-08-18,O56077,Paid Search,Moisturizers,34.2,True,10%
C2622,2024-08-18,O56078,Email,Moisturizers,38.0,True,0%
C6417,2024-08-18,O56079,Email,Exfoliants,54.6,True,0%
C75,2024-08-18,O56081,Influencer,Moisturizers,38.0,False,0%
C3579,2024-08-18,O56083,Paid Search,Serums,55.0,False,0%
C7056,2024-08-18,O56084,Influencer,Serums,44.0,True,20%
C519,2024-08-18,O56085,Organic Search,Serums,49.5,False,10%
C8717,2024-08-18,O56087,Paid Social,Exfoliants,49.14,False,10%
C135,2024-08-18,O56088,Paid Social,Cleansers,28.0,False,0%
C9888,2024-08-18,O56089,Email,Exfoliants,49.14,True,10%
C7321,2024-08-18,O56090,Paid Social,Serums,44.0,True,20%
C4418,2024-08-19,O56091,Paid Search,Moisturizers,34.2,True,10%
C79,2024-08-19,O56092,Paid Social,Moisturizers,38.0,False,0%
C2257,2024-08-19,O56093,Paid Social,Moisturizers,38.0,False,0%
C630,2024-08-19,O56094,Paid Search,Serums,49.5,False,10%
C4914,2024-08-19,O56095,Influencer,Cleansers,28.0,False,0%
C9214,2024-08-19,O56096,Paid Social,Cleansers,28.0,False,0%
C1061,2024-08-19,O56097,Paid Social,Exfoliants,54.6,False,0%
C3810,2024-08-19,O56098,Email,Serums,49.5,True,10%
C2331,2024-08-19,O56100,Paid Social,Exfoliants,54.6,True,0%
C2734,2024-08-19,O56101,Organic Search,Cleansers,28.0,False,0%
C4329,2024-08-19,O56102,Paid Social,Exfoliants,49.14,True,10%
C3002,2024-08-19,O56103,Email,Exfoliants,49.14,False,10%
C8579,2024-08-19,O56104,Organic Search,Cleansers,28.0,True,0%
C5736,2024-08-19,O56105,Paid Social,Exfoliants,54.6,False,0%
C7068,2024-08-19,O56106,Influencer,Serums,44.0,False,20%
C1325,2024-08-19,O56107,Paid Search,Exfoliants,54.6,True,0%
C4988,2024-08-19,O56108,Paid Social,Exfoliants,49.14,False,10%
C3604,2024-08-19,O56109,Paid Search,Serums,44.0,False,20%
C6847,2024-08-19,O56110,Paid Social,Cleansers,22.4,False,20%
C6812,2024-08-19,O56111,Organic Search,Cleansers,28.0,False,0%
C7793,2024-08-19,O56113,Organic Search,Exfoliants,49.14,True,10%
C2733,2024-08-19,O56114,Email,Exfoliants,54.6,False,0%
C6952,2024-08-19,O56115,Paid Social,Exfoliants,54.6,True,0%
C7243,2024-08-19,O56116,Organic Search,Cleansers,25.2,True,10%
C971,2024-08-19,O56117,Organic Search,Cleansers,25.2,True,10%
C7070,2024-08-19,O56118,Paid Social,Serums,55.0,True,0%
C9793,2024-08-19,O56119,Paid Social,Cleansers,25.2,False,10%
C972,2024-08-19,O56120,Paid Social,Cleansers,28.0,True,0%
C2049,2024-08-20,O56121,Influencer,Serums,55.0,True,0%
C3729,2024-08-20,O56122,Paid Search,Cleansers,28.0,False,0%
C3528,2024-08-20,O56123,Paid Social,Cleansers,25.2,False,10%
C9111,2024-08-20,O56124,Organic Search,Cleansers,25.2,True,10%
C1482,2024-08-20,O56125,Paid Search,Serums,55.0,False,0%
C2372,2024-08-20,O56127,Paid Search,Serums,55.0,False,0%
C7645,2024-08-20,O56129,Paid Social,Serums,55.0,True,0%
C5427,2024-08-20,O56130,Paid Social,Cleansers,28.0,False,0%
C4240,2024-08-20,O56131,Paid Social,Cleansers,22.4,False,20%
C3328,2024-08-20,O56132,Paid Search,Cleansers,22.4,True,20%
C6104,2024-08-20,O56133,Paid Social,Serums,44.0,False,20%
C2569,2024-08-20,O56134,Paid Search,Exfoliants,54.6,False,0%
C1053,2024-08-20,O56137,Influencer,Cleansers,28.0,True,0%
C1828,2024-08-20,O56138,Email,Cleansers,25.2,False,10%
C878,2024-08-20,O56139,Paid Search,Exfoliants,43.68,True,20%
C2550,2024-08-20,O56140,Paid Social,Exfoliants,54.6,False,0%
C7130,2024-08-20,O56142,Email,Cleansers,28.0,True,0%
C4785,2024-08-20,O56144,Paid Social,Exfoliants,49.14,False,10%
C6114,2024-08-21,O56145,Email,Cleansers,28.0,True,0%
C838,2024-08-21,O56146,Paid Social,Moisturizers,38.0,False,0%
C6182,2024-08-21,O56147,Paid Search,Exfoliants,49.14,True,10%
C9093,2024-08-21,O56148,Paid Search,Moisturizers,34.2,True,10%
C5074,2024-08-21,O56149,Paid Search,Moisturizers,38.0,False,0%
C5181,2024-08-21,O56150,Organic Search,Exfoliants,54.6,True,0%
C3896,2024-08-21,O56151,Paid Search,Cleansers,28.0,False,0%
C3371,2024-08-21,O56152,Paid Social,Serums,55.0,True,0%
C5702,2024-08-21,O56153,Paid Social,Cleansers,25.2,False,10%
C2396,2024-08-21,O56154,Paid Social,Exfoliants,49.14,False,10%
C732,2024-08-21,O56155,Paid Social,Cleansers,25.2,True,10%
C2440,2024-08-21,O56158,Paid Social,Cleansers,25.2,False,10%
C2770,2024-08-21,O56159,Organic Search,Cleansers,28.0,True,0%
C9015,2024-08-21,O56160,Paid Search,Serums,55.0,True,0%
C6337,2024-08-21,O56161,Organic Search,Serums,49.5,False,10%
C1409,2024-08-21,O56163,Paid Search,Serums,44.0,False,20%
C6233,2024-08-21,O56164,Paid Search,Exfoliants,49.14,True,10%
C5018,2024-08-21,O56165,Paid Search,Exfoliants,54.6,False,0%
C701,2024-08-21,O56166,Paid Social,Cleansers,28.0,True,0%
C5984,2024-08-22,O56168,Email,Cleansers,25.2,False,10%
C8669,2024-08-22,O56170,Organic Search,Serums,44.0,False,20%
C9571,2024-08-22,O56171,Email,Serums,49.5,True,10%
C4980,2024-08-22,O56172,Organic Search,Moisturizers,38.0,True,0%
C7744,2024-08-22,O56173,Paid Social,Exfoliants,54.6,False,0%
C1883,2024-08-22,O56174,Paid Search,Exfoliants,54.6,False,0%
C8209,2024-08-22,O56176,Organic Search,Serums,44.0,False,20%
C6254,2024-08-22,O56178,Influencer,Exfoliants,54.6,False,0%
C414,2024-08-22,O56179,Organic Search,Exfoliants,54.6,False,0%
C3205,2024-08-22,O56180,Organic Search,Moisturizers,38.0,False,0%
C4694,2024-08-22,O56181,Email,Cleansers,25.2,True,10%
C3563,2024-08-22,O56182,Paid Search,Moisturizers,34.2,False,10%
C4730,2024-08-22,O56183,Paid Search,Moisturizers,38.0,False,0%
C6406,2024-08-22,O56184,Email,Cleansers,28.0,False,0%
C3579,2024-08-22,O56185,Paid Social,Moisturizers,38.0,True,0%
C7489,2024-08-22,O56186,Organic Search,Cleansers,28.0,False,0%
C1676,2024-08-22,O56187,Organic Search,Exfoliants,54.6,True,0%
C8715,2024-08-23,O56188,Paid Search,Cleansers,22.4,True,20%
C4292,2024-08-23,O56189,Organic Search,Moisturizers,38.0,False,0%
C6179,2024-08-23,O56190,Organic Search,Exfoliants,49.14,True,10%
C7915,2024-08-23,O56191,Influencer,Cleansers,25.2,True,10%
C3733,2024-08-23,O56193,Organic Search,Cleansers,22.4,False,20%
C5645,2024-08-23,O56194,Paid Search,Cleansers,22.4,False,20%
C9730,2024-08-23,O56195,Paid Social,Serums,55.0,False,0%
C4330,2024-08-23,O56197,Paid Social,Serums,49.5,False,10%
C9487,2024-08-23,O56198,Paid Social,Exfoliants,54.6,False,0%
C8415,2024-08-23,O56199,Paid Social,Exfoliants,49.14,False,10%
C335,2024-08-23,O56200,Paid Social,Cleansers,25.2,False,10%
C6562,2024-08-23,O56201,Paid Search,Moisturizers,38.0,True,0%
C7344,2024-08-23,O56202,Organic Search,Serums,44.0,True,20%
C8531,2024-08-23,O56203,Paid Search,Moisturizers,38.0,False,0%
